antecedents,consequents,support
{'ground beef'},"{'chicken', 'spaghetti'}",0.048846675712347354
"{'chicken', 'spaghetti'}",{'ground beef'},0.27906976744186046
"{'chicken', 'ground beef'}",{'spaghetti'},0.5070422535211268
"{'spaghetti', 'ground beef'}",{'chicken'},0.12244897959183673
{'french fries'},{'chicken'},0.06474258970358815
{'chicken'},{'french fries'},0.18444444444444444
{'french fries'},"{'chicken', 'mineral water'}",0.0249609984399376
{'chicken'},"{'french fries', 'mineral water'}",0.07111111111111111
{'mineral water'},"{'french fries', 'chicken'}",0.017897091722595078
"{'french fries', 'chicken'}",{'mineral water'},0.3855421686746988
"{'french fries', 'mineral water'}",{'chicken'},0.12648221343873517
"{'chicken', 'mineral water'}",{'french fries'},0.1871345029239766
{'green tea'},{'chicken'},0.08980827447023208
{'chicken'},{'green tea'},0.19777777777777777
{'chicken'},{'eggs'},0.24
{'eggs'},{'chicken'},0.08011869436201781
{'spaghetti'},"{'chicken', 'eggs'}",0.023736600306278714
{'chicken'},"{'spaghetti', 'eggs'}",0.06888888888888889
{'eggs'},"{'spaghetti', 'chicken'}",0.022997032640949554
"{'spaghetti', 'chicken'}",{'eggs'},0.24031007751937986
"{'spaghetti', 'eggs'}",{'chicken'},0.11313868613138686
"{'chicken', 'eggs'}",{'spaghetti'},0.28703703703703703
{'chicken'},"{'eggs', 'milk'}",0.06888888888888889
{'eggs'},"{'chicken', 'milk'}",0.022997032640949554
{'milk'},"{'chicken', 'eggs'}",0.03189300411522634
"{'chicken', 'eggs'}",{'milk'},0.28703703703703703
"{'chicken', 'milk'}",{'eggs'},0.27927927927927926
"{'eggs', 'milk'}",{'chicken'},0.1341991341991342
{'chicken'},"{'mineral water', 'eggs'}",0.08666666666666667
{'eggs'},"{'chicken', 'mineral water'}",0.028931750741839762
{'mineral water'},"{'chicken', 'eggs'}",0.02181208053691275
"{'chicken', 'eggs'}",{'mineral water'},0.3611111111111111
"{'chicken', 'mineral water'}",{'eggs'},0.22807017543859648
"{'mineral water', 'eggs'}",{'chicken'},0.10209424083769633
{'chocolate'},{'chicken'},0.08950366151342555
{'chicken'},{'chocolate'},0.24444444444444444
{'chocolate'},"{'chicken', 'spaghetti'}",0.026037428803905614
{'chicken'},"{'chocolate', 'spaghetti'}",0.07111111111111111
{'spaghetti'},"{'chocolate', 'chicken'}",0.02450229709035222
"{'chocolate', 'chicken'}",{'spaghetti'},0.2909090909090909
"{'chocolate', 'spaghetti'}",{'chicken'},0.10884353741496598
"{'chicken', 'spaghetti'}",{'chocolate'},0.24806201550387597
{'chocolate'},"{'chicken', 'milk'}",0.027664768104149716
{'chicken'},"{'chocolate', 'milk'}",0.07555555555555556
{'milk'},"{'chocolate', 'chicken'}",0.03497942386831276
"{'chocolate', 'chicken'}",{'milk'},0.3090909090909091
"{'chocolate', 'milk'}",{'chicken'},0.14107883817427386
"{'chicken', 'milk'}",{'chocolate'},0.3063063063063063
{'chocolate'},"{'chicken', 'mineral water'}",0.046379170056956874
{'chicken'},"{'chocolate', 'mineral water'}",0.12666666666666668
{'mineral water'},"{'chocolate', 'chicken'}",0.031879194630872486
"{'chocolate', 'chicken'}",{'mineral water'},0.5181818181818182
"{'chocolate', 'mineral water'}",{'chicken'},0.14430379746835442
"{'chicken', 'mineral water'}",{'chocolate'},0.3333333333333333
{'chicken'},{'milk'},0.24666666666666667
{'milk'},{'chicken'},0.11419753086419752
{'chicken'},"{'spaghetti', 'milk'}",0.09111111111111111
{'spaghetti'},"{'chicken', 'milk'}",0.03139356814701378
{'milk'},"{'chicken', 'spaghetti'}",0.04218106995884774
"{'chicken', 'spaghetti'}",{'milk'},0.3178294573643411
"{'chicken', 'milk'}",{'spaghetti'},0.36936936936936937
"{'spaghetti', 'milk'}",{'chicken'},0.15413533834586465
{'chicken'},"{'mineral water', 'milk'}",0.1111111111111111
{'mineral water'},"{'chicken', 'milk'}",0.02796420581655481
{'milk'},"{'chicken', 'mineral water'}",0.051440329218107
"{'chicken', 'mineral water'}",{'milk'},0.29239766081871343
"{'chicken', 'milk'}",{'mineral water'},0.45045045045045046
"{'mineral water', 'milk'}",{'chicken'},0.1388888888888889
{'chicken'},{'spaghetti'},0.2866666666666667
{'spaghetti'},{'chicken'},0.09877488514548238
{'chicken'},"{'spaghetti', 'mineral water'}",0.11555555555555555
{'spaghetti'},"{'chicken', 'mineral water'}",0.039816232771822356
{'mineral water'},"{'chicken', 'spaghetti'}",0.029082774049217
"{'chicken', 'spaghetti'}",{'mineral water'},0.40310077519379844
"{'chicken', 'mineral water'}",{'spaghetti'},0.30409356725146197
"{'spaghetti', 'mineral water'}",{'chicken'},0.11607142857142858
{'chicken'},{'mineral water'},0.38
{'mineral water'},{'chicken'},0.09563758389261745
{'turkey'},{'frozen smoothie'},0.06609808102345416
{'frozen smoothie'},{'turkey'},0.06526315789473684
{'escalope'},{'turkey'},0.05378151260504202
{'turkey'},{'escalope'},0.06823027718550106
{'low fat yogurt'},{'turkey'},0.06620209059233449
{'turkey'},{'low fat yogurt'},0.08102345415778252
{'olive oil'},{'turkey'},0.08097165991902834
{'turkey'},{'olive oil'},0.08528784648187633
{'shrimp'},{'turkey'},0.08955223880597014
{'turkey'},{'shrimp'},0.1023454157782516
{'turkey'},{'tomatoes'},0.1044776119402985
{'tomatoes'},{'turkey'},0.09551656920077972
{'cake'},{'turkey'},0.08552631578947369
{'turkey'},{'cake'},0.11087420042643924
{'frozen vegetables'},{'turkey'},0.09230769230769231
{'turkey'},{'frozen vegetables'},0.14072494669509594
{'frozen vegetables'},"{'mineral water', 'turkey'}",0.046153846153846156
{'mineral water'},"{'frozen vegetables', 'turkey'}",0.018456375838926176
{'turkey'},"{'frozen vegetables', 'mineral water'}",0.07036247334754797
"{'frozen vegetables', 'mineral water'}",{'turkey'},0.12313432835820895
"{'frozen vegetables', 'turkey'}",{'mineral water'},0.5
"{'mineral water', 'turkey'}",{'frozen vegetables'},0.22916666666666666
{'turkey'},{'ground beef'},0.14712153518123666
{'ground beef'},{'turkey'},0.09362279511533243
{'pancakes'},{'turkey'},0.10098176718092566
{'turkey'},{'pancakes'},0.1535181236673774
{'turkey'},{'burgers'},0.17057569296375266
{'burgers'},{'turkey'},0.12232415902140673
{'french fries'},{'turkey'},0.062402496099843996
{'turkey'},{'french fries'},0.17057569296375266
{'turkey'},{'milk'},0.1812366737739872
{'milk'},{'turkey'},0.0874485596707819
{'spaghetti'},"{'turkey', 'milk'}",0.027565084226646247
{'turkey'},"{'spaghetti', 'milk'}",0.0767590618336887
{'milk'},"{'spaghetti', 'turkey'}",0.037037037037037035
"{'spaghetti', 'turkey'}",{'milk'},0.2903225806451613
"{'spaghetti', 'milk'}",{'turkey'},0.13533834586466165
"{'turkey', 'milk'}",{'spaghetti'},0.4235294117647059
{'mineral water'},"{'turkey', 'milk'}",0.025727069351230425
{'turkey'},"{'mineral water', 'milk'}",0.09808102345415778
{'milk'},"{'mineral water', 'turkey'}",0.047325102880658436
"{'mineral water', 'turkey'}",{'milk'},0.3194444444444444
"{'mineral water', 'milk'}",{'turkey'},0.12777777777777777
"{'turkey', 'milk'}",{'mineral water'},0.5411764705882353
{'chocolate'},{'turkey'},0.0691619202603743
{'turkey'},{'chocolate'},0.1812366737739872
{'chocolate'},"{'mineral water', 'turkey'}",0.025223759153783564
{'mineral water'},"{'chocolate', 'turkey'}",0.017337807606263984
{'turkey'},"{'chocolate', 'mineral water'}",0.06609808102345416
"{'chocolate', 'mineral water'}",{'turkey'},0.07848101265822785
"{'chocolate', 'turkey'}",{'mineral water'},0.36470588235294116
"{'mineral water', 'turkey'}",{'chocolate'},0.2152777777777778
{'green tea'},{'turkey'},0.08980827447023208
{'turkey'},{'green tea'},0.18976545842217485
{'spaghetti'},{'turkey'},0.09494640122511486
{'turkey'},{'spaghetti'},0.26439232409381663
{'spaghetti'},"{'eggs', 'turkey'}",0.02986217457886677
{'eggs'},"{'spaghetti', 'turkey'}",0.028931750741839762
{'turkey'},"{'spaghetti', 'eggs'}",0.08315565031982942
"{'spaghetti', 'eggs'}",{'turkey'},0.14233576642335766
"{'spaghetti', 'turkey'}",{'eggs'},0.31451612903225806
"{'eggs', 'turkey'}",{'spaghetti'},0.2671232876712329
{'spaghetti'},"{'mineral water', 'turkey'}",0.036753445635528334
{'mineral water'},"{'spaghetti', 'turkey'}",0.026845637583892617
{'turkey'},"{'spaghetti', 'mineral water'}",0.1023454157782516
"{'spaghetti', 'mineral water'}",{'turkey'},0.10714285714285714
"{'spaghetti', 'turkey'}",{'mineral water'},0.3870967741935484
"{'mineral water', 'turkey'}",{'spaghetti'},0.3333333333333333
{'mineral water'},{'turkey'},0.08053691275167785
{'turkey'},{'mineral water'},0.3070362473347548
{'mineral water'},"{'eggs', 'turkey'}",0.02348993288590604
{'eggs'},"{'mineral water', 'turkey'}",0.03115727002967359
{'turkey'},"{'mineral water', 'eggs'}",0.08955223880597014
"{'mineral water', 'eggs'}",{'turkey'},0.1099476439790576
"{'mineral water', 'turkey'}",{'eggs'},0.2916666666666667
"{'eggs', 'turkey'}",{'mineral water'},0.2876712328767123
{'eggs'},{'turkey'},0.1083086053412463
{'turkey'},{'eggs'},0.31130063965884863
{'escalope'},{'frozen smoothie'},0.06890756302521009
{'frozen smoothie'},{'escalope'},0.0863157894736842
{'cake'},{'frozen smoothie'},0.07894736842105263
{'frozen smoothie'},{'cake'},0.10105263157894737
{'tomatoes'},{'frozen smoothie'},0.09551656920077972
{'frozen smoothie'},{'tomatoes'},0.1031578947368421
{'olive oil'},{'frozen smoothie'},0.10526315789473684
{'frozen smoothie'},{'olive oil'},0.10947368421052632
{'burgers'},{'frozen smoothie'},0.08256880733944955
{'frozen smoothie'},{'burgers'},0.11368421052631579
{'shrimp'},{'frozen smoothie'},0.10261194029850747
{'frozen smoothie'},{'shrimp'},0.11578947368421053
{'low fat yogurt'},{'frozen smoothie'},0.09581881533101046
{'frozen smoothie'},{'low fat yogurt'},0.11578947368421053
{'frozen smoothie'},{'ground beef'},0.12
{'ground beef'},{'frozen smoothie'},0.0773405698778833
{'pancakes'},{'frozen smoothie'},0.09537166900420757
{'frozen smoothie'},{'pancakes'},0.1431578947368421
{'frozen vegetables'},{'frozen smoothie'},0.1048951048951049
{'frozen smoothie'},{'frozen vegetables'},0.15789473684210525
{'frozen vegetables'},"{'spaghetti', 'frozen smoothie'}",0.043356643356643354
{'spaghetti'},"{'frozen vegetables', 'frozen smoothie'}",0.023736600306278714
{'frozen smoothie'},"{'frozen vegetables', 'spaghetti'}",0.06526315789473684
"{'frozen vegetables', 'spaghetti'}",{'frozen smoothie'},0.14832535885167464
"{'frozen vegetables', 'frozen smoothie'}",{'spaghetti'},0.41333333333333333
"{'spaghetti', 'frozen smoothie'}",{'frozen vegetables'},0.26495726495726496
{'eggs'},{'frozen smoothie'},0.06157270029673591
{'frozen smoothie'},{'eggs'},0.17473684210526316
{'mineral water'},"{'eggs', 'frozen smoothie'}",0.017337807606263984
{'eggs'},"{'mineral water', 'frozen smoothie'}",0.022997032640949554
{'frozen smoothie'},"{'mineral water', 'eggs'}",0.06526315789473684
"{'mineral water', 'eggs'}",{'frozen smoothie'},0.08115183246073299
"{'mineral water', 'frozen smoothie'}",{'eggs'},0.20394736842105263
"{'eggs', 'frozen smoothie'}",{'mineral water'},0.37349397590361444
{'green tea'},{'frozen smoothie'},0.08476286579212916
{'frozen smoothie'},{'green tea'},0.17684210526315788
{'frozen smoothie'},{'milk'},0.22526315789473683
{'milk'},{'frozen smoothie'},0.11008230452674897
{'chocolate'},"{'frozen smoothie', 'milk'}",0.025223759153783564
{'frozen smoothie'},"{'chocolate', 'milk'}",0.06526315789473684
{'milk'},"{'chocolate', 'frozen smoothie'}",0.03189300411522634
"{'chocolate', 'frozen smoothie'}",{'milk'},0.2767857142857143
"{'chocolate', 'milk'}",{'frozen smoothie'},0.12863070539419086
"{'frozen smoothie', 'milk'}",{'chocolate'},0.2897196261682243
{'spaghetti'},"{'frozen smoothie', 'milk'}",0.03215926493108729
{'frozen smoothie'},"{'spaghetti', 'milk'}",0.08842105263157894
{'milk'},"{'spaghetti', 'frozen smoothie'}",0.043209876543209874
"{'spaghetti', 'frozen smoothie'}",{'milk'},0.358974358974359
"{'spaghetti', 'milk'}",{'frozen smoothie'},0.15789473684210525
"{'frozen smoothie', 'milk'}",{'spaghetti'},0.3925233644859813
{'mineral water'},"{'frozen smoothie', 'milk'}",0.025727069351230425
{'frozen smoothie'},"{'mineral water', 'milk'}",0.0968421052631579
{'milk'},"{'mineral water', 'frozen smoothie'}",0.047325102880658436
"{'mineral water', 'frozen smoothie'}",{'milk'},0.3026315789473684
"{'mineral water', 'milk'}",{'frozen smoothie'},0.12777777777777777
"{'frozen smoothie', 'milk'}",{'mineral water'},0.42990654205607476
{'french fries'},{'frozen smoothie'},0.08502340093603744
{'frozen smoothie'},{'french fries'},0.2294736842105263
{'chocolate'},{'frozen smoothie'},0.09113100081366965
{'frozen smoothie'},{'chocolate'},0.23578947368421052
{'chocolate'},"{'spaghetti', 'frozen smoothie'}",0.028478437754271765
{'spaghetti'},"{'chocolate', 'frozen smoothie'}",0.02679938744257274
{'frozen smoothie'},"{'chocolate', 'spaghetti'}",0.07368421052631578
"{'chocolate', 'spaghetti'}",{'frozen smoothie'},0.11904761904761904
"{'chocolate', 'frozen smoothie'}",{'spaghetti'},0.3125
"{'spaghetti', 'frozen smoothie'}",{'chocolate'},0.29914529914529914
{'chocolate'},"{'mineral water', 'frozen smoothie'}",0.030919446704637917
{'mineral water'},"{'chocolate', 'frozen smoothie'}",0.021252796420581657
{'frozen smoothie'},"{'chocolate', 'mineral water'}",0.08
"{'chocolate', 'mineral water'}",{'frozen smoothie'},0.09620253164556962
"{'chocolate', 'frozen smoothie'}",{'mineral water'},0.3392857142857143
"{'mineral water', 'frozen smoothie'}",{'chocolate'},0.25
{'spaghetti'},{'frozen smoothie'},0.08958652373660031
{'frozen smoothie'},{'spaghetti'},0.2463157894736842
{'spaghetti'},"{'mineral water', 'frozen smoothie'}",0.03905053598774885
{'mineral water'},"{'spaghetti', 'frozen smoothie'}",0.028523489932885907
{'frozen smoothie'},"{'spaghetti', 'mineral water'}",0.10736842105263159
"{'spaghetti', 'mineral water'}",{'frozen smoothie'},0.11383928571428571
"{'spaghetti', 'frozen smoothie'}",{'mineral water'},0.4358974358974359
"{'mineral water', 'frozen smoothie'}",{'spaghetti'},0.3355263157894737
{'mineral water'},{'frozen smoothie'},0.08501118568232663
{'frozen smoothie'},{'mineral water'},0.32
{'olive oil'},{'burgers'},0.09716599190283401
{'burgers'},{'olive oil'},0.07339449541284404
{'cake'},{'olive oil'},0.0805921052631579
{'olive oil'},{'cake'},0.09919028340080972
{'low fat yogurt'},{'olive oil'},0.08885017421602788
{'olive oil'},{'low fat yogurt'},0.10323886639676114
{'olive oil'},{'tomatoes'},0.10931174089068826
{'tomatoes'},{'olive oil'},0.10526315789473684
{'olive oil'},"{'mineral water', 'tomatoes'}",0.06275303643724696
{'mineral water'},"{'olive oil', 'tomatoes'}",0.017337807606263984
{'tomatoes'},"{'olive oil', 'mineral water'}",0.06042884990253411
"{'olive oil', 'mineral water'}",{'tomatoes'},0.1497584541062802
"{'olive oil', 'tomatoes'}",{'mineral water'},0.5740740740740741
"{'mineral water', 'tomatoes'}",{'olive oil'},0.16939890710382513
{'olive oil'},"{'spaghetti', 'tomatoes'}",0.06680161943319839
{'spaghetti'},"{'olive oil', 'tomatoes'}",0.02526799387442573
{'tomatoes'},"{'olive oil', 'spaghetti'}",0.06432748538011696
"{'olive oil', 'spaghetti'}",{'tomatoes'},0.19186046511627908
"{'olive oil', 'tomatoes'}",{'spaghetti'},0.6111111111111112
"{'spaghetti', 'tomatoes'}",{'olive oil'},0.21019108280254778
{'olive oil'},{'shrimp'},0.12348178137651822
{'shrimp'},{'olive oil'},0.11380597014925373
{'olive oil'},"{'mineral water', 'shrimp'}",0.06882591093117409
{'shrimp'},"{'olive oil', 'mineral water'}",0.06343283582089553
{'mineral water'},"{'olive oil', 'shrimp'}",0.01901565995525727
"{'olive oil', 'shrimp'}",{'mineral water'},0.5573770491803278
"{'olive oil', 'mineral water'}",{'shrimp'},0.1642512077294686
"{'mineral water', 'shrimp'}",{'olive oil'},0.192090395480226
{'french fries'},{'olive oil'},0.05382215288611544
{'olive oil'},{'french fries'},0.1396761133603239
{'green tea'},{'olive oil'},0.07568113017154389
{'olive oil'},{'green tea'},0.15182186234817813
{'green tea'},"{'olive oil', 'mineral water'}",0.03229061553985873
{'olive oil'},"{'green tea', 'mineral water'}",0.06477732793522267
{'mineral water'},"{'green tea', 'olive oil'}",0.017897091722595078
"{'green tea', 'olive oil'}",{'mineral water'},0.4266666666666667
"{'green tea', 'mineral water'}",{'olive oil'},0.13733905579399142
"{'olive oil', 'mineral water'}",{'green tea'},0.15458937198067632
{'green tea'},"{'olive oil', 'spaghetti'}",0.034308779011099896
{'olive oil'},"{'green tea', 'spaghetti'}",0.06882591093117409
{'spaghetti'},"{'green tea', 'olive oil'}",0.026033690658499236
"{'green tea', 'olive oil'}",{'spaghetti'},0.4533333333333333
"{'green tea', 'spaghetti'}",{'olive oil'},0.1708542713567839
"{'olive oil', 'spaghetti'}",{'green tea'},0.19767441860465115
{'olive oil'},{'pancakes'},0.16396761133603238
{'pancakes'},{'olive oil'},0.11360448807854137
{'olive oil'},"{'mineral water', 'pancakes'}",0.0708502024291498
{'mineral water'},"{'olive oil', 'pancakes'}",0.019574944071588368
{'pancakes'},"{'olive oil', 'mineral water'}",0.04908835904628331
"{'olive oil', 'mineral water'}",{'pancakes'},0.16908212560386474
"{'olive oil', 'pancakes'}",{'mineral water'},0.43209876543209874
"{'mineral water', 'pancakes'}",{'olive oil'},0.1383399209486166
{'olive oil'},"{'spaghetti', 'pancakes'}",0.07692307692307693
{'spaghetti'},"{'olive oil', 'pancakes'}",0.02909647779479326
{'pancakes'},"{'olive oil', 'spaghetti'}",0.05329593267882188
"{'olive oil', 'spaghetti'}",{'pancakes'},0.22093023255813954
"{'olive oil', 'pancakes'}",{'spaghetti'},0.4691358024691358
"{'spaghetti', 'pancakes'}",{'olive oil'},0.20105820105820105
{'frozen vegetables'},{'olive oil'},0.11888111888111888
{'olive oil'},{'frozen vegetables'},0.1720647773279352
{'frozen vegetables'},"{'olive oil', 'milk'}",0.05034965034965035
{'olive oil'},"{'frozen vegetables', 'milk'}",0.0728744939271255
{'milk'},"{'olive oil', 'frozen vegetables'}",0.037037037037037035
"{'olive oil', 'frozen vegetables'}",{'milk'},0.4235294117647059
"{'frozen vegetables', 'milk'}",{'olive oil'},0.2033898305084746
"{'olive oil', 'milk'}",{'frozen vegetables'},0.28125
{'frozen vegetables'},"{'olive oil', 'spaghetti'}",0.06013986013986014
{'olive oil'},"{'frozen vegetables', 'spaghetti'}",0.08704453441295547
{'spaghetti'},"{'olive oil', 'frozen vegetables'}",0.032924961715160794
"{'olive oil', 'frozen vegetables'}",{'spaghetti'},0.5058823529411764
"{'frozen vegetables', 'spaghetti'}",{'olive oil'},0.20574162679425836
"{'olive oil', 'spaghetti'}",{'frozen vegetables'},0.25
{'frozen vegetables'},"{'olive oil', 'mineral water'}",0.06853146853146853
{'olive oil'},"{'frozen vegetables', 'mineral water'}",0.09919028340080972
{'mineral water'},"{'olive oil', 'frozen vegetables'}",0.027404921700223715
"{'olive oil', 'frozen vegetables'}",{'mineral water'},0.5764705882352941
"{'frozen vegetables', 'mineral water'}",{'olive oil'},0.1828358208955224
"{'olive oil', 'mineral water'}",{'frozen vegetables'},0.23671497584541062
{'olive oil'},{'eggs'},0.18218623481781376
{'eggs'},{'olive oil'},0.06676557863501484
{'spaghetti'},"{'olive oil', 'eggs'}",0.02909647779479326
{'olive oil'},"{'spaghetti', 'eggs'}",0.07692307692307693
{'eggs'},"{'olive oil', 'spaghetti'}",0.028189910979228485
"{'olive oil', 'spaghetti'}",{'eggs'},0.22093023255813954
"{'spaghetti', 'eggs'}",{'olive oil'},0.1386861313868613
"{'olive oil', 'eggs'}",{'spaghetti'},0.4222222222222222
{'olive oil'},"{'mineral water', 'eggs'}",0.08906882591093117
{'eggs'},"{'olive oil', 'mineral water'}",0.032640949554896145
{'mineral water'},"{'olive oil', 'eggs'}",0.024608501118568233
"{'olive oil', 'eggs'}",{'mineral water'},0.4888888888888889
"{'olive oil', 'mineral water'}",{'eggs'},0.21256038647342995
"{'mineral water', 'eggs'}",{'olive oil'},0.11518324607329843
{'olive oil'},{'ground beef'},0.2145748987854251
{'ground beef'},{'olive oil'},0.14382632293080055
{'milk'},"{'olive oil', 'ground beef'}",0.03806584362139918
{'olive oil'},"{'ground beef', 'milk'}",0.07489878542510121
{'ground beef'},"{'olive oil', 'milk'}",0.050203527815468114
"{'olive oil', 'milk'}",{'ground beef'},0.2890625
"{'ground beef', 'milk'}",{'olive oil'},0.22424242424242424
"{'olive oil', 'ground beef'}",{'milk'},0.3490566037735849
{'olive oil'},"{'spaghetti', 'ground beef'}",0.0931174089068826
{'spaghetti'},"{'olive oil', 'ground beef'}",0.03522205206738132
{'ground beef'},"{'olive oil', 'spaghetti'}",0.06241519674355495
"{'olive oil', 'spaghetti'}",{'ground beef'},0.26744186046511625
"{'olive oil', 'ground beef'}",{'spaghetti'},0.4339622641509434
"{'spaghetti', 'ground beef'}",{'olive oil'},0.1564625850340136
{'olive oil'},"{'mineral water', 'ground beef'}",0.10121457489878542
{'mineral water'},"{'olive oil', 'ground beef'}",0.02796420581655481
{'ground beef'},"{'olive oil', 'mineral water'}",0.06784260515603799
"{'olive oil', 'mineral water'}",{'ground beef'},0.24154589371980675
"{'olive oil', 'ground beef'}",{'mineral water'},0.4716981132075472
"{'mineral water', 'ground beef'}",{'olive oil'},0.16286644951140064
{'chocolate'},{'olive oil'},0.1000813669650122
{'olive oil'},{'chocolate'},0.24898785425101214
{'chocolate'},"{'olive oil', 'milk'}",0.03173311635475997
{'olive oil'},"{'chocolate', 'milk'}",0.07894736842105263
{'milk'},"{'chocolate', 'olive oil'}",0.040123456790123455
"{'chocolate', 'olive oil'}",{'milk'},0.3170731707317073
"{'chocolate', 'milk'}",{'olive oil'},0.16182572614107885
"{'olive oil', 'milk'}",{'chocolate'},0.3046875
{'chocolate'},"{'olive oil', 'spaghetti'}",0.043124491456468676
{'olive oil'},"{'chocolate', 'spaghetti'}",0.10728744939271255
{'spaghetti'},"{'chocolate', 'olive oil'}",0.04058192955589587
"{'chocolate', 'olive oil'}",{'spaghetti'},0.43089430894308944
"{'chocolate', 'spaghetti'}",{'olive oil'},0.18027210884353742
"{'olive oil', 'spaghetti'}",{'chocolate'},0.3081395348837209
{'chocolate'},"{'olive oil', 'mineral water'}",0.05044751830756713
{'olive oil'},"{'chocolate', 'mineral water'}",0.12550607287449392
{'mineral water'},"{'chocolate', 'olive oil'}",0.03467561521252797
"{'chocolate', 'olive oil'}",{'mineral water'},0.5040650406504065
"{'chocolate', 'mineral water'}",{'olive oil'},0.1569620253164557
"{'olive oil', 'mineral water'}",{'chocolate'},0.2995169082125604
{'olive oil'},{'milk'},0.2591093117408907
{'milk'},{'olive oil'},0.13168724279835392
{'olive oil'},"{'spaghetti', 'milk'}",0.10931174089068826
{'spaghetti'},"{'olive oil', 'milk'}",0.04134762633996937
{'milk'},"{'olive oil', 'spaghetti'}",0.05555555555555555
"{'olive oil', 'spaghetti'}",{'milk'},0.313953488372093
"{'olive oil', 'milk'}",{'spaghetti'},0.421875
"{'spaghetti', 'milk'}",{'olive oil'},0.20300751879699247
{'olive oil'},"{'mineral water', 'milk'}",0.12955465587044535
{'mineral water'},"{'olive oil', 'milk'}",0.035794183445190156
{'milk'},"{'olive oil', 'mineral water'}",0.06584362139917696
"{'olive oil', 'mineral water'}",{'milk'},0.30917874396135264
"{'olive oil', 'milk'}",{'mineral water'},0.5
"{'mineral water', 'milk'}",{'olive oil'},0.17777777777777778
{'olive oil'},{'spaghetti'},0.3481781376518219
{'spaghetti'},{'olive oil'},0.13169984686064318
{'olive oil'},"{'spaghetti', 'mineral water'}",0.15587044534412955
{'spaghetti'},"{'olive oil', 'mineral water'}",0.058958652373660034
{'mineral water'},"{'olive oil', 'spaghetti'}",0.043064876957494405
"{'olive oil', 'spaghetti'}",{'mineral water'},0.4476744186046512
"{'olive oil', 'mineral water'}",{'spaghetti'},0.3719806763285024
"{'spaghetti', 'mineral water'}",{'olive oil'},0.171875
{'olive oil'},{'mineral water'},0.4190283400809717
{'mineral water'},{'olive oil'},0.11577181208053691
{'escalope'},{'tomatoes'},0.06890756302521009
{'tomatoes'},{'escalope'},0.07992202729044834
{'low fat yogurt'},{'tomatoes'},0.078397212543554
{'tomatoes'},{'low fat yogurt'},0.08771929824561403
{'burgers'},{'tomatoes'},0.09480122324159021
{'tomatoes'},{'burgers'},0.12085769980506822
{'cake'},{'tomatoes'},0.10361842105263158
{'tomatoes'},{'cake'},0.12280701754385964
{'pancakes'},{'tomatoes'},0.10378681626928471
{'tomatoes'},{'pancakes'},0.1442495126705653
{'mineral water'},"{'pancakes', 'tomatoes'}",0.019574944071588368
{'pancakes'},"{'mineral water', 'tomatoes'}",0.04908835904628331
{'tomatoes'},"{'mineral water', 'pancakes'}",0.0682261208576998
"{'mineral water', 'pancakes'}",{'tomatoes'},0.1383399209486166
"{'mineral water', 'tomatoes'}",{'pancakes'},0.1912568306010929
"{'pancakes', 'tomatoes'}",{'mineral water'},0.47297297297297297
{'shrimp'},{'tomatoes'},0.15671641791044777
{'tomatoes'},{'shrimp'},0.16374269005847952
{'tomatoes'},{'ground beef'},0.17153996101364521
{'ground beef'},{'tomatoes'},0.11940298507462686
{'mineral water'},"{'tomatoes', 'ground beef'}",0.022930648769574943
{'tomatoes'},"{'mineral water', 'ground beef'}",0.07992202729044834
{'ground beef'},"{'mineral water', 'tomatoes'}",0.05563093622795115
"{'mineral water', 'tomatoes'}",{'ground beef'},0.22404371584699453
"{'mineral water', 'ground beef'}",{'tomatoes'},0.13355048859934854
"{'tomatoes', 'ground beef'}",{'mineral water'},0.4659090909090909
{'spaghetti'},"{'tomatoes', 'ground beef'}",0.03215926493108729
{'tomatoes'},"{'spaghetti', 'ground beef'}",0.08187134502923976
{'ground beef'},"{'spaghetti', 'tomatoes'}",0.05698778833107191
"{'spaghetti', 'tomatoes'}",{'ground beef'},0.267515923566879
"{'spaghetti', 'ground beef'}",{'tomatoes'},0.14285714285714285
"{'tomatoes', 'ground beef'}",{'spaghetti'},0.4772727272727273
{'french fries'},{'tomatoes'},0.07020280811232449
{'tomatoes'},{'french fries'},0.17543859649122806
{'eggs'},{'tomatoes'},0.06824925816023739
{'tomatoes'},{'eggs'},0.1793372319688109
{'mineral water'},"{'eggs', 'tomatoes'}",0.021252796420581657
{'eggs'},"{'mineral water', 'tomatoes'}",0.028189910979228485
{'tomatoes'},"{'mineral water', 'eggs'}",0.07407407407407407
"{'mineral water', 'eggs'}",{'tomatoes'},0.09947643979057591
"{'mineral water', 'tomatoes'}",{'eggs'},0.20765027322404372
"{'eggs', 'tomatoes'}",{'mineral water'},0.41304347826086957
{'green tea'},{'tomatoes'},0.09283551967709384
{'tomatoes'},{'green tea'},0.1793372319688109
{'tomatoes'},{'milk'},0.2046783625730994
{'milk'},{'tomatoes'},0.10802469135802469
{'frozen vegetables'},"{'tomatoes', 'milk'}",0.043356643356643354
{'tomatoes'},"{'frozen vegetables', 'milk'}",0.06042884990253411
{'milk'},"{'frozen vegetables', 'tomatoes'}",0.03189300411522634
"{'frozen vegetables', 'tomatoes'}",{'milk'},0.256198347107438
"{'frozen vegetables', 'milk'}",{'tomatoes'},0.1751412429378531
"{'tomatoes', 'milk'}",{'frozen vegetables'},0.29523809523809524
