support,itemsets
0.010265297960271964,"frozenset({'cake', 'frozen vegetables'})"
0.011865084655379284,"frozenset({'cake', 'pancakes'})"
0.007199040127982935,"frozenset({'mineral water', 'cake', 'eggs'})"
0.004532728969470737,"frozenset({'french fries', 'cake', 'eggs'})"
0.006399146780429276,"frozenset({'mineral water', 'french fries', 'cake'})"
0.007065724570057326,"frozenset({'mineral water', 'spaghetti', 'cake'})"
0.004799360085321957,"frozenset({'spaghetti', 'cake', 'eggs'})"
0.005599253432875617,"frozenset({'mineral water', 'cake', 'chocolate'})"
0.005199306759098787,"frozenset({'spaghetti', 'cake', 'chocolate'})"
0.004266097853619517,"frozenset({'chocolate', 'cake', 'eggs'})"
0.006399146780429276,"frozenset({'mineral water', 'cake', 'milk'})"
0.0041327822956939075,"frozenset({'spaghetti', 'cake', 'milk'})"
0.0041327822956939075,"frozenset({'milk', 'cake', 'eggs'})"
0.004799360085321957,"frozenset({'mineral water', 'cake', 'burgers'})"
0.004399413411545127,"frozenset({'french fries', 'cake', 'green tea'})"
0.0041327822956939075,"frozenset({'mineral water', 'green tea', 'cake'})"
0.004799360085321957,"frozenset({'mineral water', 'cake', 'frozen vegetables'})"
0.0041327822956939075,"frozenset({'mineral water', 'cake', 'pancakes'})"
0.0041327822956939075,"frozenset({'spaghetti', 'cake', 'pancakes'})"
0.007332355685908546,"frozenset({'french fries', 'hot dogs'})"
0.006665777896280496,"frozenset({'green tea', 'hot dogs'})"
0.004266097853619517,"frozenset({'hot dogs', 'pancakes'})"
0.005465937874950006,"frozenset({'hot dogs', 'chocolate'})"
0.008665511265164644,"frozenset({'spaghetti', 'hot dogs'})"
0.009198773496867084,"frozenset({'mineral water', 'hot dogs'})"
0.004799360085321957,"frozenset({'hot dogs', 'frozen smoothie'})"
0.004399413411545127,"frozenset({'hot dogs', 'milk'})"
0.007865617917610986,"frozenset({'french fries', 'brownies'})"
0.006665777896280496,"frozenset({'green tea', 'brownies'})"
0.005465937874950006,"frozenset({'brownies', 'pancakes'})"
0.007332355685908546,"frozenset({'spaghetti', 'brownies'})"
0.004932675643247567,"frozenset({'brownies', 'chocolate'})"
0.009598720170643914,"frozenset({'mineral water', 'brownies'})"
0.007332355685908546,"frozenset({'brownies', 'eggs'})"
0.005465937874950006,"frozenset({'brownies', 'milk'})"
0.005465937874950006,"frozenset({'brownies', 'cake'})"
0.004932675643247567,"frozenset({'brownies', 'ground beef'})"
0.004399413411545127,"frozenset({'brownies', 'frozen vegetables'})"
0.010265297960271964,"frozenset({'mineral water', 'cereals'})"
0.006532462338354886,"frozenset({'green tea', 'cereals'})"
0.006665777896280496,"frozenset({'spaghetti', 'cereals'})"
0.004532728969470737,"frozenset({'ground beef', 'cereals'})"
0.004799360085321957,"frozenset({'french fries', 'cereals'})"
0.007065724570057326,"frozenset({'cereals', 'milk'})"
0.005599253432875617,"frozenset({'cereals', 'chocolate'})"
0.004266097853619517,"frozenset({'cereals', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'cereals', 'pancakes'})"
0.004399413411545127,"frozenset({'mineral water', 'muffins'})"
0.005332622317024397,"frozenset({'french fries', 'muffins'})"
0.004399413411545127,"frozenset({'light mayo', 'frozen vegetables'})"
0.006265831222503666,"frozenset({'mineral water', 'light mayo'})"
0.005065991201173177,"frozenset({'light mayo', 'chocolate'})"
0.007332355685908546,"frozenset({'light mayo', 'french fries'})"
0.005465937874950006,"frozenset({'light mayo', 'pancakes'})"
0.005465937874950006,"frozenset({'light mayo', 'eggs'})"
0.004399413411545127,"frozenset({'light mayo', 'green tea'})"
0.004932675643247567,"frozenset({'mineral water', 'gums'})"
0.004266097853619517,"frozenset({'eggs', 'cider'})"
0.005065991201173177,"frozenset({'french fries', 'yogurt cake'})"
0.004399413411545127,"frozenset({'yogurt cake', 'chocolate'})"
0.005599253432875617,"frozenset({'mineral water', 'yogurt cake'})"
0.004532728969470737,"frozenset({'yogurt cake', 'eggs'})"
0.005865884548726837,"frozenset({'mineral water', 'mint'})"
0.0061325156645780565,"frozenset({'french fries', 'butter'})"
0.007332355685908546,"frozenset({'green tea', 'butter'})"
0.004266097853619517,"frozenset({'chicken', 'butter'})"
0.008265564591387815,"frozenset({'butter', 'chocolate'})"
0.006265831222503666,"frozenset({'spaghetti', 'butter'})"
0.0061325156645780565,"frozenset({'eggs', 'butter'})"
0.0041327822956939075,"frozenset({'pancakes', 'butter'})"
0.0061325156645780565,"frozenset({'butter', 'milk'})"
0.004399413411545127,"frozenset({'low fat yogurt', 'butter'})"
0.008265564591387815,"frozenset({'mineral water', 'french wine'})"
0.007732302359685375,"frozenset({'spaghetti', 'french wine'})"
0.005999200106652446,"frozenset({'french wine', 'eggs'})"
0.0041327822956939075,"frozenset({'french wine', 'burgers'})"
0.005199306759098787,"frozenset({'french wine', 'chocolate'})"
0.0041327822956939075,"frozenset({'french wine', 'pancakes'})"
0.004932675643247567,"frozenset({'french wine', 'milk'})"
0.005332622317024397,"frozenset({'mineral water', 'carrots'})"
0.004666044527396347,"frozenset({'spaghetti', 'carrots'})"
0.005732568990801226,"frozenset({'mushroom cream sauce', 'escalope'})"
0.004666044527396347,"frozenset({'french fries', 'mushroom cream sauce'})"
0.004399413411545127,"frozenset({'mushroom cream sauce', 'chocolate'})"
0.004266097853619517,"frozenset({'spaghetti', 'mushroom cream sauce'})"
0.005065991201173177,"frozenset({'mineral water', 'nonfat milk'})"
0.004532728969470737,"frozenset({'mineral water', 'fromage blanc'})"
